Size	Network	Method	Binarization	Rep	Source_File	Gene	Position	Rule	Score	MSE	Correct	TP	FP	FN	TN	Precision	Recall	F1_score	Accuracy	DynamicAccuracy	N_Predictions	N_Errors	N_Regulators
10	size10_4	rules_WCSS_size10_4_2_5times	WCSS	2_5times	rules_by_gene.tsv	G1	1	G5 & (G2 | ~G9)	1.9375	N/A	4	1	2	2	4	0.333333333333333	0.333333333333333	0.333333333333333	0.555555555555556	1	4	0	3
10	size10_4	rules_WCSS_size10_4_2_5times	WCSS	2_5times	rules_by_gene.tsv	G1	2	G5 & G6	1.9375	N/A	4	1	1	2	5	0.5	0.333333333333333	0.4	0.666666666666667	1	4	0	2
10	size10_4	rules_WCSS_size10_4_2_5times	WCSS	2_5times	rules_by_gene.tsv	G1	3	G8 & (G1 | G7)	1.9375	N/A	4	1	1	2	5	0.5	0.333333333333333	0.4	0.666666666666667	1	4	0	2
10	size10_4	rules_WCSS_size10_4_2_5times	WCSS	2_5times	rules_by_gene.tsv	G1	4	G2 & G5	1.9375	N/A	4	1	1	2	5	0.5	0.333333333333333	0.4	0.666666666666667	1	4	0	2
10	size10_4	rules_WCSS_size10_4_2_5times	WCSS	2_5times	rules_by_gene.tsv	G1	5	~G3 & ~G7	1.9375	N/A	4	1	1	2	5	0.5	0.333333333333333	0.4	0.666666666666667	1	4	0	2
10	size10_4	rules_WCSS_size10_4_2_5times	WCSS	2_5times	rules_by_gene.tsv	G1	6	G8 & ~G3	1.9375	N/A	4	0	2	3	4	0	0	0	0.444444444444444	1	4	0	2
10	size10_4	rules_WCSS_size10_4_2_5times	WCSS	2_5times	rules_by_gene.tsv	G1	7	G5 & (G1 | G7)	1.9375	N/A	4	2	0	1	6	1	0.666666666666667	0.8	0.888888888888889	1	4	0	2
10	size10_4	rules_WCSS_size10_4_2_5times	WCSS	2_5times	rules_by_gene.tsv	G1	8	G2 | G4	1.9375	N/A	4	1	1	2	5	0.5	0.333333333333333	0.4	0.666666666666667	1	4	0	2
10	size10_4	rules_WCSS_size10_4_2_5times	WCSS	2_5times	rules_by_gene.tsv	G1	9	G4 & G8	1.9375	N/A	4	1	1	2	5	0.5	0.333333333333333	0.4	0.666666666666667	1	4	0	2
10	size10_4	rules_WCSS_size10_4_2_5times	WCSS	2_5times	rules_by_gene.tsv	G1	10	G1 & G2 & G5	1.9375	N/A	4	1	1	2	5	0.5	0.333333333333333	0.4	0.666666666666667	1	4	0	2
10	size10_4	rules_WCSS_size10_4_2_5times	WCSS	2_5times	rules_by_gene.tsv	G1	11	G2 & G5 & G8	1.9375	N/A	4	1	2	2	4	0.333333333333333	0.333333333333333	0.333333333333333	0.555555555555556	1	4	0	3
10	size10_4	rules_WCSS_size10_4_2_5times	WCSS	2_5times	rules_by_gene.tsv	G1	12	G1 & G5	1.9375	N/A	4	1	0	2	6	1	0.333333333333333	0.5	0.777777777777778	1	4	0	1
10	size10_4	rules_WCSS_size10_4_2_5times	WCSS	2_5times	rules_by_gene.tsv	G1	13	G4 & G5	1.9375	N/A	4	2	0	1	6	1	0.666666666666667	0.8	0.888888888888889	1	4	0	2
10	size10_4	rules_WCSS_size10_4_2_5times	WCSS	2_5times	rules_by_gene.tsv	G1	14	G1 & G6	1.9375	N/A	4	0	1	3	5	0	0	0	0.555555555555556	1	4	0	1
10	size10_4	rules_WCSS_size10_4_2_5times	WCSS	2_5times	rules_by_gene.tsv	G1	15	G5 & G8	1.9375	N/A	4	1	1	2	5	0.5	0.333333333333333	0.4	0.666666666666667	1	4	0	2
10	size10_4	rules_WCSS_size10_4_2_5times	WCSS	2_5times	rules_by_gene.tsv	G1	16	G4 | (G6 & G7)	1.9375	N/A	4	2	1	1	5	0.666666666666667	0.666666666666667	0.666666666666667	0.777777777777778	1	4	0	3
10	size10_4	rules_WCSS_size10_4_2_5times	WCSS	2_5times	rules_by_gene.tsv	G1	17	G1 & G2	1.9375	N/A	4	0	1	3	5	0	0	0	0.555555555555556	1	4	0	1
10	size10_4	rules_WCSS_size10_4_2_5times	WCSS	2_5times	rules_by_gene.tsv	G1	18	G1 & G4	1.9375	N/A	4	1	0	2	6	1	0.333333333333333	0.5	0.777777777777778	1	4	0	1
10	size10_4	rules_WCSS_size10_4_2_5times	WCSS	2_5times	rules_by_gene.tsv	G1	19	G2 & G8	1.9375	N/A	4	0	2	3	4	0	0	0	0.444444444444444	1	4	0	2
10	size10_4	rules_WCSS_size10_4_2_5times	WCSS	2_5times	rules_by_gene.tsv	G1	20	G2 | G5	1.9375	N/A	4	1	1	2	5	0.5	0.333333333333333	0.4	0.666666666666667	1	4	0	2
10	size10_4	rules_WCSS_size10_4_2_5times	WCSS	2_5times	rules_by_gene.tsv	G1	21	G4 & G6	1.9375	N/A	4	1	1	2	5	0.5	0.333333333333333	0.4	0.666666666666667	1	4	0	2
10	size10_4	rules_WCSS_size10_4_2_5times	WCSS	2_5times	rules_by_gene.tsv	G1	22	G1 & ~G10 & ~G7	1.9375	N/A	4	1	1	2	5	0.5	0.333333333333333	0.4	0.666666666666667	1	4	0	2
10	size10_4	rules_WCSS_size10_4_2_5times	WCSS	2_5times	rules_by_gene.tsv	G1	23	G6 & (G2 | ~G3)	1.9375	N/A	4	0	3	3	3	0	0	0	0.333333333333333	1	4	0	3
10	size10_4	rules_WCSS_size10_4_2_5times	WCSS	2_5times	rules_by_gene.tsv	G1	24	~G3 & (G4 | G6)	1.9375	N/A	4	1	2	2	4	0.333333333333333	0.333333333333333	0.333333333333333	0.555555555555556	1	4	0	3
10	size10_4	rules_WCSS_size10_4_2_5times	WCSS	2_5times	rules_by_gene.tsv	G1	25	G4 & (G5 | G8)	1.9375	N/A	4	2	1	1	5	0.666666666666667	0.666666666666667	0.666666666666667	0.777777777777778	1	4	0	3
10	size10_4	rules_WCSS_size10_4_2_5times	WCSS	2_5times	rules_by_gene.tsv	G1	26	G4 & ~G3	1.9375	N/A	4	1	1	2	5	0.5	0.333333333333333	0.4	0.666666666666667	1	4	0	2
10	size10_4	rules_WCSS_size10_4_2_5times	WCSS	2_5times	rules_by_gene.tsv	G1	27	G1 & G8	1.9375	N/A	4	0	1	3	5	0	0	0	0.555555555555556	1	4	0	1
10	size10_4	rules_WCSS_size10_4_2_5times	WCSS	2_5times	rules_by_gene.tsv	G1	28	G5 | (G4 & G6)	1.9375	N/A	4	2	1	1	5	0.666666666666667	0.666666666666667	0.666666666666667	0.777777777777778	1	4	0	3
10	size10_4	rules_WCSS_size10_4_2_5times	WCSS	2_5times	rules_by_gene.tsv	G1	29	G4 & (G1 | G6)	1.9375	N/A	4	1	1	2	5	0.5	0.333333333333333	0.4	0.666666666666667	1	4	0	2
10	size10_4	rules_WCSS_size10_4_2_5times	WCSS	2_5times	rules_by_gene.tsv	G1	30	G2 & G4 & G5	1.9375	N/A	4	2	1	1	5	0.666666666666667	0.666666666666667	0.666666666666667	0.777777777777778	1	4	0	3
10	size10_4	rules_WCSS_size10_4_2_5times	WCSS	2_5times	rules_by_gene.tsv	G1	31	G4 | G5	1.9375	N/A	4	2	0	1	6	1	0.666666666666667	0.8	0.888888888888889	1	4	0	2
10	size10_4	rules_WCSS_size10_4_2_5times	WCSS	2_5times	rules_by_gene.tsv	G1	32	G1 & G4 & G6	1.9375	N/A	4	1	1	2	5	0.5	0.333333333333333	0.4	0.666666666666667	1	4	0	2
10	size10_4	rules_WCSS_size10_4_2_5times	WCSS	2_5times	rules_by_gene.tsv	G1	33	G2 & G6	1.9375	N/A	4	0	2	3	4	0	0	0	0.444444444444444	1	4	0	2
10	size10_4	rules_WCSS_size10_4_2_5times	WCSS	2_5times	rules_by_gene.tsv	G1	34	G4 & ~G10	1.9375	N/A	4	1	1	2	5	0.5	0.333333333333333	0.4	0.666666666666667	1	4	0	2
