combination_id	final_score	composite_score	n_basins	avg_cycle_length	basin_entropy	final_state_concordance	fixed_point_ratio	total_literals	total_nots	avg_k	std_k	k_distance_from_2	G1_position	G1_rule	G10_position	G10_rule	G2_position	G2_rule	G3_position	G3_rule	G4_position	G4_rule	G5_position	G5_rule	G6_position	G6_rule	G7_position	G7_rule	G8_position	G8_rule	G9_position	G9_rule	composite_score_old
0_1_0_0_0_0_0_0_0_0	0.04706069493976745	2.4	7	1.0	2.40530763332636	1.0	1.0	29	7	2.9	0.3	0.8999999999999999	1	G1 & (G4 | G7)	1	G4 & G6 & G8	2	G2 & G6 & G7	1	~G3 | ~G6 | ~G8	1	G4 | (G8 & ~G10)	1	~G8 | (G5 & G7)	3	G10 & (G5 | ~G8)	1	G4 | G7 | G9	1	G1 & G3	2	G10 & G2 & ~G5	2.4
0_1_1_1_0_0_0_0_0_1	0.0541107986220731	2.4	7	1.0	2.48746272989737	1.0	1.0	29	5	2.9	0.3	0.8999999999999999	1	G1 & (G4 | G7)	1	G4 & G6 & G8	1	G6 & (G2 | ~G7)	2	G3 | G8 | ~G6	1	G4 | (G8 & ~G10)	1	~G8 | (G5 & G7)	3	G10 & (G5 | ~G8)	1	G4 | G7 | G9	1	G1 & G3	1	G10 & G2 & G5	2.4
0_1_1_1_0_0_1_0_0_0	0.0541107986220731	2.4	7	1.0	2.48746272989737	1.0	1.0	29	5	2.9	0.3	0.8999999999999999	1	G1 & (G4 | G7)	1	G4 & G6 & G8	1	G6 & (G2 | ~G7)	2	G3 | G8 | ~G6	1	G4 | (G8 & ~G10)	1	~G8 | (G5 & G7)	2	G10 & (G5 | G8)	1	G4 | G7 | G9	1	G1 & G3	2	G10 & G2 & ~G5	2.4
0_1_1_1_0_0_2_0_0_1	0.0541107986220731	2.4	7	1.0	2.48746272989737	1.0	1.0	29	5	2.9	0.3	0.8999999999999999	1	G1 & (G4 | G7)	1	G4 & G6 & G8	1	G6 & (G2 | ~G7)	2	G3 | G8 | ~G6	1	G4 | (G8 & ~G10)	1	~G8 | (G5 & G7)	1	G10 & G5 & ~G8	1	G4 | G7 | G9	1	G1 & G3	1	G10 & G2 & G5	2.4
0_0_1_1_0_0_1_0_0_1	0.05445616959542955	2.4	7	1.0	2.4884114626946703	1.0	1.0	29	5	2.9	0.3	0.8999999999999999	1	G1 & (G4 | G7)	2	G4 & G6 & ~G8	1	G6 & (G2 | ~G7)	2	G3 | G8 | ~G6	1	G4 | (G8 & ~G10)	1	~G8 | (G5 & G7)	2	G10 & (G5 | G8)	1	G4 | G7 | G9	1	G1 & G3	1	G10 & G2 & G5	2.4
0_1_0_1_0_0_0_0_0_0	0.05447959915776354	2.4	7	1.0	2.4884758236164832	1.0	1.0	29	5	2.9	0.3	0.8999999999999999	1	G1 & (G4 | G7)	1	G4 & G6 & G8	2	G2 & G6 & G7	2	G3 | G8 | ~G6	1	G4 | (G8 & ~G10)	1	~G8 | (G5 & G7)	3	G10 & (G5 | ~G8)	1	G4 | G7 | G9	1	G1 & G3	2	G10 & G2 & ~G5	2.4
0_1_0_1_0_0_3_0_0_1	0.05447959915776354	2.4	7	1.0	2.4884758236164832	1.0	1.0	29	5	2.9	0.3	0.8999999999999999	1	G1 & (G4 | G7)	1	G4 & G6 & G8	2	G2 & G6 & G7	2	G3 | G8 | ~G6	1	G4 | (G8 & ~G10)	1	~G8 | (G5 & G7)	4	G10 & (~G5 | ~G8)	1	G4 | G7 | G9	1	G1 & G3	1	G10 & G2 & G5	2.4
0_1_0_1_0_0_2_0_0_0	0.05447959915776354	2.4	7	1.0	2.4884758236164832	1.0	1.0	29	5	2.9	0.3	0.8999999999999999	1	G1 & (G4 | G7)	1	G4 & G6 & G8	2	G2 & G6 & G7	2	G3 | G8 | ~G6	1	G4 | (G8 & ~G10)	1	~G8 | (G5 & G7)	1	G10 & G5 & ~G8	1	G4 | G7 | G9	1	G1 & G3	2	G10 & G2 & ~G5	2.4
0_1_1_2_0_0_1_0_0_0	0.05459543879308307	2.4	7	1.0	2.4887940346699104	1.0	1.0	29	5	2.9	0.3	0.8999999999999999	1	G1 & (G4 | G7)	1	G4 & G6 & G8	1	G6 & (G2 | ~G7)	3	G3 | G6 | ~G8	1	G4 | (G8 & ~G10)	1	~G8 | (G5 & G7)	2	G10 & (G5 | G8)	1	G4 | G7 | G9	1	G1 & G3	2	G10 & G2 & ~G5	2.4
0_1_1_2_0_0_2_0_0_1	0.05459543879308307	2.4	7	1.0	2.4887940346699104	1.0	1.0	29	5	2.9	0.3	0.8999999999999999	1	G1 & (G4 | G7)	1	G4 & G6 & G8	1	G6 & (G2 | ~G7)	3	G3 | G6 | ~G8	1	G4 | (G8 & ~G10)	1	~G8 | (G5 & G7)	1	G10 & G5 & ~G8	1	G4 | G7 | G9	1	G1 & G3	1	G10 & G2 & G5	2.4
0_1_1_2_0_0_0_0_0_1	0.05459543879308307	2.4	7	1.0	2.4887940346699104	1.0	1.0	29	5	2.9	0.3	0.8999999999999999	1	G1 & (G4 | G7)	1	G4 & G6 & G8	1	G6 & (G2 | ~G7)	3	G3 | G6 | ~G8	1	G4 | (G8 & ~G10)	1	~G8 | (G5 & G7)	3	G10 & (G5 | ~G8)	1	G4 | G7 | G9	1	G1 & G3	1	G10 & G2 & G5	2.4
0_1_0_2_0_0_2_0_0_0	0.05477534420866988	2.4	7	1.0	2.4892882341867963	1.0	1.0	29	5	2.9	0.3	0.8999999999999999	1	G1 & (G4 | G7)	1	G4 & G6 & G8	2	G2 & G6 & G7	3	G3 | G6 | ~G8	1	G4 | (G8 & ~G10)	1	~G8 | (G5 & G7)	1	G10 & G5 & ~G8	1	G4 | G7 | G9	1	G1 & G3	2	G10 & G2 & ~G5	2.4
0_1_0_2_0_0_3_0_0_1	0.05477534420866988	2.4	7	1.0	2.4892882341867963	1.0	1.0	29	5	2.9	0.3	0.8999999999999999	1	G1 & (G4 | G7)	1	G4 & G6 & G8	2	G2 & G6 & G7	3	G3 | G6 | ~G8	1	G4 | (G8 & ~G10)	1	~G8 | (G5 & G7)	4	G10 & (~G5 | ~G8)	1	G4 | G7 | G9	1	G1 & G3	1	G10 & G2 & G5	2.4
0_1_0_2_0_0_0_0_0_0	0.05477534420866988	2.4	7	1.0	2.4892882341867963	1.0	1.0	29	5	2.9	0.3	0.8999999999999999	1	G1 & (G4 | G7)	1	G4 & G6 & G8	2	G2 & G6 & G7	3	G3 | G6 | ~G8	1	G4 | (G8 & ~G10)	1	~G8 | (G5 & G7)	3	G10 & (G5 | ~G8)	1	G4 | G7 | G9	1	G1 & G3	2	G10 & G2 & ~G5	2.4
0_0_1_2_0_0_1_0_0_1	0.055071037596900047	2.4	7	1.0	2.4901005028399275	1.0	1.0	29	5	2.9	0.3	0.8999999999999999	1	G1 & (G4 | G7)	2	G4 & G6 & ~G8	1	G6 & (G2 | ~G7)	3	G3 | G6 | ~G8	1	G4 | (G8 & ~G10)	1	~G8 | (G5 & G7)	2	G10 & (G5 | G8)	1	G4 | G7 | G9	1	G1 & G3	1	G10 & G2 & G5	2.4
0_0_0_1_0_0_2_0_0_1	0.055534719600873084	2.4	7	1.0	2.4913742356044732	1.0	1.0	29	5	2.9	0.3	0.8999999999999999	1	G1 & (G4 | G7)	2	G4 & G6 & ~G8	2	G2 & G6 & G7	2	G3 | G8 | ~G6	1	G4 | (G8 & ~G10)	1	~G8 | (G5 & G7)	1	G10 & G5 & ~G8	1	G4 | G7 | G9	1	G1 & G3	1	G10 & G2 & G5	2.4
0_0_0_1_0_0_0_0_0_1	0.055534719600873084	2.4	7	1.0	2.4913742356044732	1.0	1.0	29	5	2.9	0.3	0.8999999999999999	1	G1 & (G4 | G7)	2	G4 & G6 & ~G8	2	G2 & G6 & G7	2	G3 | G8 | ~G6	1	G4 | (G8 & ~G10)	1	~G8 | (G5 & G7)	3	G10 & (G5 | ~G8)	1	G4 | G7 | G9	1	G1 & G3	1	G10 & G2 & G5	2.4
0_0_0_1_0_0_1_0_0_0	0.055534719600873084	2.4	7	1.0	2.4913742356044732	1.0	1.0	29	5	2.9	0.3	0.8999999999999999	1	G1 & (G4 | G7)	2	G4 & G6 & ~G8	2	G2 & G6 & G7	2	G3 | G8 | ~G6	1	G4 | (G8 & ~G10)	1	~G8 | (G5 & G7)	2	G10 & (G5 | G8)	1	G4 | G7 | G9	1	G1 & G3	2	G10 & G2 & ~G5	2.4
0_0_0_2_0_0_2_0_0_1	0.05595730099914212	2.4	7	1.0	2.49253506515587	1.0	1.0	29	5	2.9	0.3	0.8999999999999999	1	G1 & (G4 | G7)	2	G4 & G6 & ~G8	2	G2 & G6 & G7	3	G3 | G6 | ~G8	1	G4 | (G8 & ~G10)	1	~G8 | (G5 & G7)	1	G10 & G5 & ~G8	1	G4 | G7 | G9	1	G1 & G3	1	G10 & G2 & G5	2.4
0_0_0_2_0_0_1_0_0_0	0.05595730099914212	2.4	7	1.0	2.49253506515587	1.0	1.0	29	5	2.9	0.3	0.8999999999999999	1	G1 & (G4 | G7)	2	G4 & G6 & ~G8	2	G2 & G6 & G7	3	G3 | G6 | ~G8	1	G4 | (G8 & ~G10)	1	~G8 | (G5 & G7)	2	G10 & (G5 | G8)	1	G4 | G7 | G9	1	G1 & G3	2	G10 & G2 & ~G5	2.4
0_0_0_2_0_0_0_0_0_1	0.05595730099914212	2.4	7	1.0	2.49253506515587	1.0	1.0	29	5	2.9	0.3	0.8999999999999999	1	G1 & (G4 | G7)	2	G4 & G6 & ~G8	2	G2 & G6 & G7	3	G3 | G6 | ~G8	1	G4 | (G8 & ~G10)	1	~G8 | (G5 & G7)	3	G10 & (G5 | ~G8)	1	G4 | G7 | G9	1	G1 & G3	1	G10 & G2 & G5	2.4
0_0_1_0_0_0_1_0_0_0	0.05714285714285715	2.4	7	1.0	2.4016090521213784	1.0	1.0	29	8	2.9	0.3	0.8999999999999999	1	G1 & (G4 | G7)	2	G4 & G6 & ~G8	1	G6 & (G2 | ~G7)	1	~G3 | ~G6 | ~G8	1	G4 | (G8 & ~G10)	1	~G8 | (G5 & G7)	2	G10 & (G5 | G8)	1	G4 | G7 | G9	1	G1 & G3	2	G10 & G2 & ~G5	2.4
0_0_1_0_0_0_2_0_0_1	0.05714285714285715	2.4	7	1.0	2.4016090521213784	1.0	1.0	29	8	2.9	0.3	0.8999999999999999	1	G1 & (G4 | G7)	2	G4 & G6 & ~G8	1	G6 & (G2 | ~G7)	1	~G3 | ~G6 | ~G8	1	G4 | (G8 & ~G10)	1	~G8 | (G5 & G7)	1	G10 & G5 & ~G8	1	G4 | G7 | G9	1	G1 & G3	1	G10 & G2 & G5	2.4
0_0_1_0_0_0_0_0_0_1	0.05714285714285715	2.4	7	1.0	2.4016090521213784	1.0	1.0	29	8	2.9	0.3	0.8999999999999999	1	G1 & (G4 | G7)	2	G4 & G6 & ~G8	1	G6 & (G2 | ~G7)	1	~G3 | ~G6 | ~G8	1	G4 | (G8 & ~G10)	1	~G8 | (G5 & G7)	3	G10 & (G5 | ~G8)	1	G4 | G7 | G9	1	G1 & G3	1	G10 & G2 & G5	2.4
0_0_0_0_0_0_0_0_0_0	0.05740212604923152	2.4	7	1.0	2.402321262856424	1.0	1.0	29	8	2.9	0.3	0.8999999999999999	1	G1 & (G4 | G7)	2	G4 & G6 & ~G8	2	G2 & G6 & G7	1	~G3 | ~G6 | ~G8	1	G4 | (G8 & ~G10)	1	~G8 | (G5 & G7)	3	G10 & (G5 | ~G8)	1	G4 | G7 | G9	1	G1 & G3	2	G10 & G2 & ~G5	2.4
0_0_0_0_0_0_2_0_0_0	0.05740212604923152	2.4	7	1.0	2.402321262856424	1.0	1.0	29	8	2.9	0.3	0.8999999999999999	1	G1 & (G4 | G7)	2	G4 & G6 & ~G8	2	G2 & G6 & G7	1	~G3 | ~G6 | ~G8	1	G4 | (G8 & ~G10)	1	~G8 | (G5 & G7)	1	G10 & G5 & ~G8	1	G4 | G7 | G9	1	G1 & G3	2	G10 & G2 & ~G5	2.4
0_0_0_0_0_0_3_0_0_1	0.05740212604923152	2.4	7	1.0	2.402321262856424	1.0	1.0	29	8	2.9	0.3	0.8999999999999999	1	G1 & (G4 | G7)	2	G4 & G6 & ~G8	2	G2 & G6 & G7	1	~G3 | ~G6 | ~G8	1	G4 | (G8 & ~G10)	1	~G8 | (G5 & G7)	4	G10 & (~G5 | ~G8)	1	G4 | G7 | G9	1	G1 & G3	1	G10 & G2 & G5	2.4
0_1_1_0_0_0_0_0_0_0	0.05800770073039766	2.4	7	1.0	2.4039847742848846	1.0	1.0	29	8	2.9	0.3	0.8999999999999999	1	G1 & (G4 | G7)	1	G4 & G6 & G8	1	G6 & (G2 | ~G7)	1	~G3 | ~G6 | ~G8	1	G4 | (G8 & ~G10)	1	~G8 | (G5 & G7)	3	G10 & (G5 | ~G8)	1	G4 | G7 | G9	1	G1 & G3	2	G10 & G2 & ~G5	2.4
0_1_1_0_0_0_3_0_0_1	0.05800770073039766	2.4	7	1.0	2.4039847742848846	1.0	1.0	29	8	2.9	0.3	0.8999999999999999	1	G1 & (G4 | G7)	1	G4 & G6 & G8	1	G6 & (G2 | ~G7)	1	~G3 | ~G6 | ~G8	1	G4 | (G8 & ~G10)	1	~G8 | (G5 & G7)	4	G10 & (~G5 | ~G8)	1	G4 | G7 | G9	1	G1 & G3	1	G10 & G2 & G5	2.4
0_1_1_0_0_0_2_0_0_0	0.05800770073039766	2.4	7	1.0	2.4039847742848846	1.0	1.0	29	8	2.9	0.3	0.8999999999999999	1	G1 & (G4 | G7)	1	G4 & G6 & G8	1	G6 & (G2 | ~G7)	1	~G3 | ~G6 | ~G8	1	G4 | (G8 & ~G10)	1	~G8 | (G5 & G7)	1	G10 & G5 & ~G8	1	G4 | G7 | G9	1	G1 & G3	2	G10 & G2 & ~G5	2.4
0_1_0_0_0_0_3_0_0_0	0.058489266368338885	2.4	7	1.0	2.40530763332636	1.0	1.0	29	8	2.9	0.3	0.8999999999999999	1	G1 & (G4 | G7)	1	G4 & G6 & G8	2	G2 & G6 & G7	1	~G3 | ~G6 | ~G8	1	G4 | (G8 & ~G10)	1	~G8 | (G5 & G7)	4	G10 & (~G5 | ~G8)	1	G4 | G7 | G9	1	G1 & G3	2	G10 & G2 & ~G5	2.4
0_1_1_1_0_0_0_0_0_0	0.06553937005064453	2.4	7	1.0	2.48746272989737	1.0	1.0	29	6	2.9	0.3	0.8999999999999999	1	G1 & (G4 | G7)	1	G4 & G6 & G8	1	G6 & (G2 | ~G7)	2	G3 | G8 | ~G6	1	G4 | (G8 & ~G10)	1	~G8 | (G5 & G7)	3	G10 & (G5 | ~G8)	1	G4 | G7 | G9	1	G1 & G3	2	G10 & G2 & ~G5	2.4
0_1_1_1_0_0_3_0_0_1	0.06553937005064453	2.4	7	1.0	2.48746272989737	1.0	1.0	29	6	2.9	0.3	0.8999999999999999	1	G1 & (G4 | G7)	1	G4 & G6 & G8	1	G6 & (G2 | ~G7)	2	G3 | G8 | ~G6	1	G4 | (G8 & ~G10)	1	~G8 | (G5 & G7)	4	G10 & (~G5 | ~G8)	1	G4 | G7 | G9	1	G1 & G3	1	G10 & G2 & G5	2.4
